"_defaultColorIndex","class","id","name","x","y"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0","1"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.01","1"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.02","1"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.03","0.999"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.04","0.998"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.051","0.998"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.061","0.997"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.071","0.995"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.081","0.994"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.091","0.993"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.101","0.993"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.111","0.992"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.121","0.991"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.131","0.991"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.141","0.991"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.152","0.989"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.162","0.989"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.172","0.988"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.182","0.987"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.192","0.986"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.202","0.985"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.212","0.984"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.222","0.984"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.232","0.981"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.242","0.981"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.253","0.98"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.263","0.979"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.273","0.978"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.283","0.977"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.293","0.975"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.303","0.973"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.313","0.972"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.323","0.97"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.333","0.969"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.343","0.967"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.354","0.965"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.364","0.963"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.374","0.961"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.384","0.959"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.394","0.957"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.404","0.955"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.414","0.953"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.424","0.951"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.434","0.948"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.444","0.946"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.455","0.943"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.465","0.94"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.475","0.938"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.485","0.934"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.495","0.932"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.505","0.929"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.515","0.925"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.525","0.921"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.535","0.917"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.545","0.913"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.556","0.907"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.566","0.903"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.576","0.897"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.586","0.891"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.596","0.884"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.606","0.878"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.616","0.872"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.626","0.865"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.636","0.857"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.646","0.848"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.657","0.837"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.667","0.826"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.677","0.814"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.687","0.8"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.697","0.785"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.707","0.771"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.717","0.756"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.727","0.737"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.737","0.719"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.747","0.697"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.758","0.673"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.768","0.651"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.778","0.624"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.788","0.598"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.798","0.57"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.808","0.54"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.818","0.508"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.828","0.472"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.838","0.439"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.848","0.403"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.859","0.365"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.869","0.325"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.879","0.271"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.889","0.211"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.899","0.168"
"7","mean","b015v4cn","yolo_val SimCLR bolls 6-View","0.909","0.151"
